company_name,position_title,skills,min_experience,education,seniority,description_length,skills_count
Morgan Stanley,Equity Research Biotech Associate,"[""critical thinking"", ""excel"", ""communication"", ""attention to detail"", ""rest"", ""api"", ""leadership""]",1.0,bachelor,junior,2972,7
T-Mobile,T Mobile Work From Home – Customer Service Associate Expert – $20/hr.,"[""time management"", ""account management"", ""medical"", ""api""]",1.0,high school,junior,4521,4
A TFI International Company,Remote Logistics Customer Service Rep,"[""excel"", ""communication"", ""time management"", ""adaptability"", ""go"", ""api""]",8.0,master,manager,2192,6
MSC Industrial Supply,Project Intern,"[""rest""]",0.0,undergraduate,intern,929,1
Trane Technologies,Contracting Project Management Intern,"[""creativity"", ""communication"", ""leadership""]",0.0,bachelor,intern,3551,3
Andor Creative,Marketing Intern,"[""social media"", ""creativity""]",0.0,,intern,591,2
State Industrial Products,Marketing Project Intern,"[""excel"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""attention to detail"", ""adaptability"", ""go"", ""creativity"", ""content marketing""]",0.0,master,intern,3086,10
Menards,Management Internship,"[""time management"", ""adaptability"", ""communication""]",0.0,,intern,1122,3
Parker,Human Resources Internship - Corporate  (Year-Round),"[""auditing"", ""excel"", ""leadership"", ""aws"", ""time management"", ""go"", ""problem solving""]",0.0,bachelor,intern,3840,7
Borgen Project,Writer / Journalist Internship,"[""seo"", ""creativity""]",0.0,,intern,897,2
Wyndham Destinations,Inbound Customer Service / Sales (Remote),"[""sem"", ""rest"", ""creativity"", ""api"", ""medical""]",3.0,high school,mid,4604,5
Aerotek,Remote Inbound Customer Service Representative,"[""excel"", ""medical"", ""go""]",8.0,,manager,1592,3
